Name 1,Name 2
炫彬,玄彬
柯鐵虎,柯鐵
赛佛勒斯·石内卜,賽佛勒斯·石內卜
卡德莫斯,卡德摩斯
甘迺迪總統,约翰·肯尼迪
周皇后 (明思宗),莊烈愍皇后
馬份,德拉科·马尔福
海格,魯霸·海格
蔣中正年譜,蔣中正
孟仁,孟宗
林紅玉,小红
食死人,食死徒
甄英莲,香菱
紇石烈胡沙虎,紇石烈執中
格伦·T·西博格,格倫·西奧多·西博格
莱纳斯·泡令,萊納斯·鮑林
威拉德·利比,威拉得·利比
张·秋,張秋
赫尔曼·费歇尔,赫尔曼·埃米尔·费歇尔
峰倉かずや,峰倉和也
普布利乌斯·科尔内利乌斯·雷恩图鲁斯·苏拉,普布利乌斯·科尔内利乌斯·雷恩图卢斯
克奈乌斯·庞培,格奈乌斯·庞培
中壇太子,哪吒
普布利乌斯·科尔内利乌斯·雷恩图卢斯·苏拉,普布利乌斯·科尔内利乌斯·雷恩图卢斯
柳柳州,柳宗元
柳河东,柳宗元
石內卜教授,賽佛勒斯·石內卜
潘金馥,潘氏金福
慕王,譚紹光
保儀尊王,雙忠
保儀大夫,雙忠
尪公,雙忠
雙忠公,雙忠
米甚琳·卡爾彌-瑞,米舍利娜·卡尔米-雷伊
麥克·派勒,迈克尔·皮勒
瑞克·博曼,赖克·伯曼
莉萨·穆尔科斯基,麗莎·穆爾科斯基
赵氏贞,赵妪
酒中八仙,飲中八仙
谢尔曼 (将军),威廉·特库姆塞·舍曼
姬颓,王子颓
元樓,成龍
吉恩·羅登貝瑞,金·羅登貝瑞
周废王,王子颓
伊丽莎白·鲍斯-莱昂,伊麗莎白·鮑斯-萊昂
李青蓮,李白
密特里达提六世,米特里達梯六世
莱西马库,利西馬科斯
罗伯特·伍德沃德,罗伯特·伯恩斯·伍德沃德
愛德華·珀塞耳,爱德华·珀塞尔
威廉·蕭克利,威廉·肖克利
伊東美笑,伊東美咲
胡申翁,胡先翁
结城比吕,优希比吕
李西台,李建中
楊少師,楊凝式
顏魯公,颜真卿
长户大幸,長戶大幸
奈温,吴奈温
张源先,張源先
莱西马古,利西馬科斯
莱西马库斯,利西馬科斯
马扎然,儒勒·马扎然
柯尔贝,让-巴普蒂斯特·柯尔贝尔
孟郎君,孟昶
孟府郎君,孟昶
麼地爵士,麼地
庄元辰,莊元辰
朱晦庵,朱熹
春田奈奈,春田菜菜
小松姬,本多小松
稻姬,本多小松
淺田香織,粉紅邦妮
屜岡繁藏,笹岡繁藏
沢木郁也,澤木郁也
拉雲拿利,法布里齐奥·拉瓦内利
愛新覺羅奕山,奕山
伊恩·麥克連,伊恩·麦凯伦
觉昌安,覺昌安
耶酥,耶稣
佐橋俊彦,佐橋俊彥
李維史陀,克勞德·李維-史陀
溫仲琦,溫晉韓
基督耶穌,耶稣
きただにひろし,北谷洋
如來佛,如来佛祖
论钦陵,論欽陵
童貞女瑪利亞,馬利亞 (耶穌的母親)
耶穌之母瑪利亞,馬利亞 (耶穌的母親)
江崎玲于奈,江崎玲於奈
鮎川なお,鮎川奈緒
胡安·多明戈·裴隆,胡安·裴隆
高丽太祖,高麗太祖
赵贞,赵妪
關帝君,关羽
穆罕默德·达乌德·克罕,穆罕默德·达乌德汗
镜子男人,植草一秀
近衛文磨,近衛文麿
威廉·堅偉,威廉·堅
阿耳戈英雄,阿爾戈英雄
至聖先師,孔子
米宁,库兹马·米宁
查克·耶格尔,查克·葉格
佩莉·亞斯達,芙蕾·阿爾斯達
阿尔芒·埃马努埃尔·德·维涅罗·迪·普莱西,阿尔芒-埃曼纽尔·迪普莱西 (黎塞留公爵)
ひかわきょうこ,冰川京子
毛匪,毛泽东
彼得·卡靈頓,彼得·卡靈頓，第六代卡靈頓男爵
森林太郎,森鷗外
彼得·卡林頓，第六代卡林頓男爵,彼得·卡靈頓，第六代卡靈頓男爵
彼得·卡林頓,彼得·卡靈頓，第六代卡靈頓男爵
人物設計師,人物設計
大江元就,毛利元就
娄室大王,完颜娄室
湯美李鍾斯,湯米·李·瓊斯
叶赫那拉·杏贞,慈禧太后
K.JUNO,K. JUNO
金妮·波特,金妮·衛斯理
五穀王,神农
五穀先帝,神农
米歇尔·让,庄美楷
與謝野鐵干,與謝野鐵幹
沈仲禮,沈敦和
与谢野铁干,與謝野鐵幹
那州雪絵,那州雪繪
姚广孝,姚廣孝
百年百大明星,AFI百年百大明星
乌戈·查韦斯,烏戈·查維茲
天妃娘娘,媽祖
喬治伊士曼,喬治·伊士曼
石塚运升,石塚運昇
雨果·查維茲,烏戈·查維茲
麻宮騎亜,麻宮騎亞
羅伯特·愛德華·魯賓,罗伯特·鲁宾
湯姆·瑞斗,伏地魔
马苏德,艾哈迈德·沙阿·马苏德
戾太子,刘据
光緒皇,光绪帝
帕廸卡,佩爾狄卡斯
赫瑞司·史拉轟,斯拉格霍恩
派卓·阿莫多瓦,佩德罗·阿尔莫多瓦尔
裕仁皇太子,昭和天皇
林默娘,媽祖
雨果·维文,曉高·韋榮
奎尼汀·麥加勒爾·霍格，第二代海爾什子爵,昆汀·霍格，聖馬里波恩的海爾什姆男爵
奎尼汀·霍格,昆汀·霍格，聖馬里波恩的海爾什姆男爵
奎尼丁·霍格，聖瑪麗洛堡的海爾什男爵,昆汀·霍格，聖馬里波恩的海爾什姆男爵
潘霍華,迪特里希·潘霍華
禧嬪張氏,張禧嬪
布袋尊,布袋和尚
保罗·厄伦费斯特,保罗·埃伦费斯特
亚尔古英雄,阿爾戈英雄
李愛貞,李愛情
李愛靜,李愛情
昆廷·霍格,昆汀·霍格，聖馬里波恩的海爾什姆男爵
郑苹如,鄭蘋如
艾蒂安·莫里斯·热拉尔,埃蒂安·莫里斯 (热拉尔伯爵)
贝·布托,贝娜齐尔·布托
莊陳友,莊陳有
徐大炮,徐四民
吳維僔,吴维尊
长势甚远,長勢甚遠
杰罗姆·波拿巴,热罗姆·波拿巴
藤崎竜,藤崎龍
純陽祖師,吕洞宾
伊利沙伯女皇二世,伊丽莎白二世
弗洛伊斯,路易斯·弗洛伊斯
山下明彦,山下明彥
倍賞千恵子,倍賞千惠子
片滿則,片塰滿則
片塰満則,片塰滿則
許旌陽,许逊
普庵,普庵印肅
普庵禪師,普庵印肅
普唵,普庵印肅
普庵祖師,普庵印肅
普唵教主,普庵印肅
都天聖君,法主公
法主三公,法主公
岸尾だいすけ,岸尾大輔
阿里乌,阿利烏
文藝復興人,博学家
鮑裡斯·葉爾欽,鲍里斯·尼古拉耶维奇·叶利钦
托马斯·伍德罗·威尔逊,伍德罗·威尔逊
旌陽祖師,许逊
林登·贝恩斯,林登·约翰逊
大洞真君,吴猛
普庵菩薩,普庵印肅
鄭國姓,鄭成功
鄭延平,鄭成功
延平王,延平郡王
大卫·米利班德,文禮彬
威廉明娜女王,威廉明娜 (荷兰)
塞西爾·羅德斯,塞西尔·罗兹
苻王爺,苻坚
開山王,延平郡王
阿耳戈船英雄,阿爾戈英雄
安德洛米达,安德洛墨達
阿拉姆·哈察都利安,阿拉姆·哈恰圖良
丹达罗斯,坦塔洛斯
孟耐勞士,墨涅拉俄斯
德弗巴斯,得伊福玻斯
普庵佛祖,普庵印肅
普唵佛祖,普庵印肅
拉斯普丁,格里高利·叶菲莫维奇·拉斯普京
格里高利·葉菲莫維奇·拉斯普京,格里高利·叶菲莫维奇·拉斯普京
哈察都利安,阿拉姆·哈恰圖良
小泉ゆうか,小泉优香
郷田ほづみ,鄉田穗積
郷田穂積,鄉田穗積
墨涅拉奥斯,墨涅拉俄斯
蘇蕙,苏蕙
利西马古,利西馬科斯
金赛,阿尔弗雷德·金赛
阿尔弗莱德·金赛,阿尔弗雷德·金赛
曉高韋榮,曉高·韋榮
坦塔罗斯,坦塔洛斯
晏平仲,晏婴
成瀬未亜,成瀨未亞
榊原ゆい,榊原由依
宋公明,宋江
由布姬,諏訪御料人
天然氣公主,尤莉婭·弗拉基米羅芙娜·季莫申科
杜鏞,杜月笙
鉴真和尚,鑒真
織田有樂齋,織田長益
姬良,张良
索拉纳,哈维尔·索拉纳
帕尔普庭,白卜庭
派瑞絲希爾頓,芭黎絲·希爾頓
周文公,周公旦
保羅·豪賽爾,保羅·豪塞爾
謝府元帥,谢玄
岡田準一,岡田准一
特林提阿斯·發羅,盖乌斯·特雷恩蒂乌斯·瓦罗
竹岡美穂,竹岡美穗
Roméo Dallaire,罗密欧·达莱尔
易卜拉西姆·甘巴里,易卜拉欣·甘巴里
一橋慶喜,德川庆喜
德川慶福,德川家茂
凱因斯,约翰·梅纳德·凯恩斯
歌川国貞,歌川國貞
穆罕默德·伊德里斯·达乌德,穆罕默德·达乌德汗
列维-斯特劳斯,克勞德·李維-史陀
克洛德·列维-斯特劳斯,克勞德·李維-史陀
蘇鑄,华国锋
刁民牛,游乃權
麥米奈娃,米奈娃·麥
萬里,万里
楊善深,杨善深
さかもとえいぞう,坂本英三
蕭勁光,萧劲光
張愛萍,张爱萍
張連忠,张连忠
張定發,张定发
吳法憲,吴法宪
張廷發,张廷发
雷潔瓊,雷洁琼
三代目火影,猿飛蒜山
尤瑟纳尔,玛格丽特·尤瑟纳尔
鄧恩銘,邓恩铭
李国宝,李國寶
霍英东,霍英東
马万祺,馬萬祺
朱執信,朱执信
謝富治,谢富治
朱大符,朱执信
陶鑄,陶铸
汪東興,汪东兴
陳永貴,陈永贵
過谷耕史,辻谷耕史
卫奕信,衛奕信
陳訓恩,陳布雷
陈布雷,陳布雷
吴太夫人,孙破虏吴夫人
吴国太,吳國太
钟期荣,鍾期榮
曾國荃,曾国荃
蔡暢,蔡畅
喬冠華,乔冠华
全智贤,全智賢
宣俠父,宣侠父
吾爾開希,吾尔开希
陳誠 (民國),陳誠
赫蒂彻,海迪彻
陳少敏,陈少敏
譚政,谭政
譚震林,谭震林
張經武,张经武
鍾南山,钟南山
王樹聲,王树声
长井健司,長井健司
吉尔斯·德·莱斯,吉尔·德·莱斯
黄花岗七十二烈士,黃花崗七十二烈士
胡潤百富榜 (2006-2010),胡潤百富榜
艾伯特·阿諾德·高爾,阿尔·戈尔
艾伯特·戈尔,阿尔·戈尔
爱新觉罗赖慕布,賴慕布
艾爾·高爾,阿尔·戈尔
江戸川乱步,江戶川亂步
吴景,吳景
習近平,习近平
任長霞,任长霞
吳佩孚 (消歧義),吴佩孚
邵飄萍,邵飘萍
罌粟花日,國殤紀念日
國民哀悼日,國殤紀念日
停戰日,國殤紀念日
國殤日,國殤紀念日
Jean Jaurès,尚·饒勒斯
饒勒斯,尚·饒勒斯
让·饶勒斯,尚·饒勒斯
马克·沃尔伯格,馬克·華伯格
费袆,費禕
比兹利,金·比兹利
摩迪拉·尼赫魯,莫逖拉尔·尼赫鲁
高華德,貝利·高華德
若望廿三世,若望二十三世
後趙朝,赵妪
长濑智也,長瀨智也
長瀬智也,長瀨智也
藤原紀香,藤原纪香
何皇后 (漢靈帝),灵思皇后
Raquel Sánchez Silva,拉克尔·桑切斯-席尔瓦
Raquel Sánchez-Silva,拉克尔·桑切斯-席尔瓦
李志勋,李志勳
詹姆斯.溫,溫子仁
维克多·切尔诺梅尔金,维克托·斯捷潘诺维奇·切尔诺梅尔金
蓮華生,蓮花生
超模,超級名模
名模,超級名模
罗迈欧·达莱尔,罗密欧·达莱尔
左權,左权
吳孟超,吴孟超
碧娜芝·布托,贝娜齐尔·布托
布托夫人,贝娜齐尔·布托
貝娜齊爾·布托,贝娜齐尔·布托
莱昂·维克托·奥古斯特·布儒瓦,莱昂·布儒瓦
邝友良,鄺友良
拉斯普金,格里高利·叶菲莫维奇·拉斯普京
奥鲁梅达·奥德杰,奥卢米德·奥德杰
貝·布托,贝娜齐尔·布托
王順友,王顺友
黃昆,黄昆
錢偉長,钱伟长
黃晉發,黄晋发
Penélope Cruz,佩内洛普·克鲁兹
赖克·博曼,赖克·伯曼
橋本みゆき,橋本美雪
黃火青,黄火青
根納季·安德烈耶維奇·久加諾夫,根纳季·安德烈耶维奇·久加诺夫
彭沖,彭冲
鍾期光,钟期光
彭小楓,彭小枫
楊無敵,杨业
草剪剛,草彅剛
沙林傑,杰罗姆·大卫·塞林格
P·J·卡莱西莫,P·J·卡勒西莫
瑞奇馬丁,瑞奇·馬丁
耿飙,耿飚
彭麗媛,彭丽媛
肖鋼,肖钢
耶律圖欲,耶律倍
耶律托雲,耶律倍
劉子厚,刘子厚
韓先楚,韩先楚
喜顺,鮑喜順
斯托堯伊,斯托堯伊·德邁
拉斯洛·拉依克,拉依克·拉斯洛
李仙德,李仙得
阿曼多·埃米利奥·格布扎,阿曼多·格布扎
貝當,菲利普·贝当
勒布伦,阿尔贝·勒布伦
亨利·菲利浦·贝当,菲利普·贝当
菲利浦·贝当,菲利普·贝当
亨利·菲利普·贝当,菲利普·贝当
姮娥,嫦娥
穆罕默德·阿布德拉齊茲,穆罕默德·阿卜杜勒-阿齐兹
阿布德卡德爾·塔勒布·奧馬爾,阿卜杜勒-卡迪尔·塔利卜·奥马尔
黄伯韬,黃百韜
罗曼·阿布拉莫维奇,罗曼·阿尔卡季耶维奇·阿布拉莫维奇
亞歷山大·利特維年科,亞歷山大·瓦爾杰洛維奇·利特維年科
阿列克谢·米勒,阿列克谢·鲍里索维奇·米勒
漢斯·德爾布呂克,漢斯·戴布流克
阿歷山大·海格,亚历山大·黑格
林白,查爾斯·林德伯格
赫魯莫,赫魯莫及富努爾
Sinead O'Connor,西尼德·奥康娜
贝蒂尔·戈特哈德·奥林,贝蒂尔·奥林
克里斯蒂娜·费尔南德斯,克里斯蒂娜·费尔南德斯·德基什内尔
樓鬱,樓郁
田壯壯,田壮壮
唐天標,唐天标
貝隆夫人,伊娃·裴隆
薄熙來,薄熙来
張瑞敏,张瑞敏
聶元梓,聂元梓
富努爾,赫魯莫及富努爾
張瀾,张澜
朱光亞,朱光亚
馬君武,马君武
馬相伯,马相伯
宋平順,宋平顺
丹尼·墨菲,丹尼·梅菲
子游,言偃
温特沃思·米勒,溫特沃思·米勒
溫特沃思·厄爾·米勒三世,溫特沃思·米勒
中岛美嘉,中島美嘉
村田あゆみ,村田步
傅鐵山,傅铁山
丁光訓,丁光训
李蒙 (東漢),李蒙 (东汉)
亞倫卡特,亞倫·卡特
刀林蔭,刀林荫
殷誠忠,殷承宗
殷诚忠,殷承宗
載振,载振
愛新覺羅·載振,载振
陳叔通,陈叔通
赫里提克·羅山,李提克·羅森
陳友仁,陈友仁
宋時輪,宋时轮
楚霸王,项羽
苏丹·本·阿卜杜勒-阿齐兹,苏尔坦·本·阿卜杜勒-阿齐兹·阿勒沙特
班达尔·本·苏丹,班达尔·本·苏尔坦·阿勒沙特
蘇子美,苏舜钦
杜拾遺,杜甫
杜子美,杜甫
蘇文忠,苏轼
咎繇,皋陶
咎陶,皋陶
蘇文定,苏辙
范堯夫,范純仁
川田まみ,川田真美
安德烈·葛罗米柯,安德烈·安德烈耶维奇·葛罗米柯
葛罗米柯,安德烈·安德烈耶维奇·葛罗米柯
公子小白,齐桓公
天主之母,馬利亞 (耶穌的母親)
吳貽弓,吴贻弓
薩卡什維利,米哈伊爾·薩卡什維利
吳貽芳,吴贻芳
方永剛,方永刚
夏門·卓根,夏緬·潔甘
赛义德·鲁霍拉·霍梅尼,鲁霍拉·穆萨维·霍梅尼
穆麟多夫,穆麟德
龍濟光,龙济光
圣白多禄,白多祿
齐纳·阿比丁·本·阿里,宰因·阿比丁·本·阿里
楚後懷王,楚義帝
埃内斯特·巴伊·科罗马,欧内斯特·巴伊·科罗马
保罗·奥特利尼,保羅·歐德寧
火影忍者傀儡,勘九郎
吉田松蔭,吉田松阴
衛鞅,商鞅
恭太子,申生
尼古拉·穆拉维约夫,尼古拉·尼古拉耶维奇·穆拉维约夫-阿穆尔斯基
王易鳴,王䓪鳴
李梅窓,李梅窻
李香今,李梅窻
李梅窗,李梅窻
吉米·多納爾·威爾斯,吉米·威爾斯
法尔肯海因,埃里希·馮·法金漢
法尔肯海恩,埃里希·馮·法金漢
埃里希·冯·法尔肯海恩,埃里希·馮·法金漢
西克特,汉斯·冯·塞克特
汉斯·冯·西克特,汉斯·冯·塞克特
施利芬,阿尔弗雷德·冯·施里芬
阿尔弗雷德·冯·施利芬,阿尔弗雷德·冯·施里芬
赫尔穆特·卡尔·伯恩哈德·冯·毛奇,赫尔穆特·卡尔·贝恩哈特·冯·毛奇
尼古拉·列扎诺夫,尼古拉·彼得罗维奇·列扎诺夫
珊妮·梁妮,珊妮·粱妮
戴维·米利班德,文禮彬
陈济棠,陳濟棠
寺沢大介,寺澤大介
觀月亞里沙,觀月亞里莎
瑞奇·马丁,瑞奇·馬丁
寶野アリカ,寶野亞莉華
契爾年科,康斯坦丁·乌斯季诺维奇·契尔年科
加利·卡斯巴羅夫,加里·基莫维奇·卡斯帕罗夫
小清水亜美,小清水亞美
孙大炮,孫中山
中山樵,孫中山
华主席,华国锋
小林万桜,小林万樱
鲁道夫·魏尔啸,鲁道夫·菲尔绍
禾達·克里斯泰拿,瓦尔特·克里斯塔勒
罗易,羅易
閔玆英,明成皇后
格罗纳,威廉·格勒納
米高·布朗 (籃球),迈克·布朗 (篮球教练)
詹姆斯·斯圖爾特,詹姆斯·史都華
罗莎·帕克,羅莎·帕克斯
朴勇河,朴容夏
吳溟蒼,車保羅
麗貝卡·麥金農,麦康瑞
魯道夫·狄塞爾,鲁道夫·狄塞尔
喬森潘,乔森潘
丹後局,高階榮子
羅山 (政治人物),羅榮焜
米舍麗娜·卡爾米·雷伊,米舍利娜·卡尔米-雷伊
艾美·罗萨姆,艾美·羅森
農謝,农谢
阿塞德,哈菲兹·阿萨德
波帕,波尔布特
米舍麗娜·卡爾米-雷伊,米舍利娜·卡尔米-雷伊
愛新覺羅毓喦,毓嵒
伊恩·道格拉斯·史密斯,伊恩·史密斯
伊恩·史密夫,伊恩·史密斯
莫里茨·洛伊恩贝格,莫里茨·洛伊恩贝格尔
莫利茨·洛伊恩貝格,莫里茨·洛伊恩贝格尔
和勒博,回離保
夔离不,回離保
古尔班,回離保
天嗣,回離保
天阜,回離保
惜華生,蕭思江
伊安·史密斯,伊恩·史密斯
有子,有若
莫洛蒂·摩根,洛蒂·摩根
艾貝爾·穆佐雷瓦,埃布尔·穆佐雷瓦
麥可·弗雷德·菲爾普斯,迈克尔·菲尔普斯
青野 武,青野武
倉公,淳于意
馬新·麥丘,瑪沁·麥嬌
陳廉伯,陈廉伯
薩鎮冰,萨镇冰
克勞斯·馮·施道芬堡,克勞斯·馮·施陶芬貝格
人彘,戚夫人
苏哈多,蘇哈托
榊原唯,榊原由依
穆加貝,羅伯·穆加貝
穆加贝,羅伯·穆加貝
莫加比,羅伯·穆加貝
大道公,保生大帝
ヤス,泰
孫藥王,孙思邈
孫天醫,孙思邈
孫葯王,孙思邈
馬丹陽,馬鈺
王喆,王重陽
王中孚,王重陽
苗栗事件,羅福星
岳武穆,岳飞
吕祖师,吕洞宾
八卦祖師,伏羲
周伯仁,周顗
朴敬嬪,敬嬪朴氏
尤大姐,尤氏 (红楼梦)
遼德宗,耶律大石
米高·富特,邁克爾·富特
麥可·富特,邁克爾·富特
傅特,邁克爾·富特
「黏土人」模型系列,黏土人
叶夫根尼·普里马科夫,叶夫根尼·马克西莫维奇·普里马科夫
尤里·卢日科夫,尤里·米哈伊洛维奇·卢日科夫
邁克爾·麥金托什·富特,邁克爾·富特
瑞奇馬汀,瑞奇·馬丁
瑞奇·馬汀,瑞奇·馬丁
尤利娅·季莫申科,尤莉婭·弗拉基米羅芙娜·季莫申科
陳舜禮,陈舜礼
曉雲法師,釋曉雲
涪翁,黃庭堅
尤莉婭,尤莉婭·弗拉基米羅芙娜·季莫申科
載漪,载漪
谢尔盖·斯捷帕申,谢尔盖·瓦季莫维奇·斯捷帕申
米哈伊尔·卡西亚诺夫,米哈伊尔·米哈伊洛维奇·卡西亚诺夫
穰侯,魏冉
馬丁·穆辛格,馬丁·約瑟夫·穆辛格
約瑟夫·穆辛格,馬丁·約瑟夫·穆辛格
斯蒂法诺·弗兰奇尼,斯蒂法諾·弗蘭奇尼
Friedrich Frey-Herosé,弗里德里希·弗雷-荷洛塞
陈国坤,陳國坤
埃里克·哈里斯,埃里克·哈里斯和迪倫·克萊伯德
迪倫·克萊伯德,埃里克·哈里斯和迪倫·克萊伯德
丹宾坚赞,丹毕坚赞
艾瑞克·哈里斯,埃里克·哈里斯和迪倫·克萊伯德
塔奇,哈辛·塔奇
何应钦,何應欽
柯比能,軻比能
巧姐,賈巧姐
田川松,田川氏 (鄭成功母)
一官,鄭芝龍
川田麻美,川田真美
殷嶠,殷开山
吴夲,保生大帝
文官 (人物),文官 (红楼梦人物)
東東,東國原英夫
長沙桓王,孙策
姬重耳,晋文公
姚重華,舜
乔瑁,橋瑁
柳时薰,柳時熏
劉李麗娟,李麗娟
格雷兹洛夫,鲍里斯·维亚切斯拉沃维奇·格雷兹洛夫
冉伯牛,冉耕
古德里安,海因茨·古德里安
瑞秋·懷玆,麗素·慧絲
日本一之兵,真田信繁
日本第一武士,真田信繁
鄭培民,郑培民
戴克拉克,弗雷德里克·威廉·戴克拉克
蔣揚欽哲仁波切,宗薩蔣揚欽哲仁波切
兀朮,兀术
喬治·畢多,乔治·韦尔斯·比德尔
列昂纳多·达芬奇,列奥纳多·达·芬奇
塞德利茨,弗里德里希·威廉·冯·塞德利茨
格尔德·冯·龙德施泰特,格特·馮·倫德施泰特
克里斯多福·布洛赫,克里斯托夫·布勞赫
克里斯托夫·布洛赫,克里斯托夫·布勞赫
克里斯托夫·布劳赫,克里斯托夫·布勞赫
乔治·比德尔,乔治·韦尔斯·比德尔
絵夢羅,繪夢羅
奥斯汀·张伯伦,奥斯丁·张伯伦
艾奧,伊俄
張彥明,張菲
植村宗一,直木三十五
下川みくに,下川美娜
狐忠,馬忠 (蜀漢)
罗伯斯庇尔,马克西米连·罗伯斯庇尔
弥诺斯,米诺斯
李纳斯·托沃兹,林纳斯·托瓦兹
洪宣嬌,洪宣娇
喬杜里·舒賈特·侯賽因,乔杜里·舒贾特·侯赛因
贝娜齐尔,贝娜齐尔·布托
班妮莎,贝娜齐尔·布托
過親八,辻親八
碧娜芝,贝娜齐尔·布托
贝布托,贝娜齐尔·布托
仲達,司马懿
台爾曼,恩斯特·台尔曼
小雪 (演員),小雪 (日本演員)
加藤小雪,小雪 (日本演員)
张骞出塞,張騫
水戶齊昭,德川齊昭
江梅妃,江采蘋
罗伯特·斯图尔特，卡斯尔雷子爵,羅伯特·史都華，卡蘇里子爵
曾家麗,尤曾家麗
克里斯托福·布勞赫,克里斯托夫·布勞赫
楊瓊櫻,楊瓊瓔
塔列朗,夏尔·莫里斯·德塔列朗-佩里戈尔
道衍,姚廣孝
威廉堅,威廉·堅
埃里克·雷金納德·盧伯克，第四代艾夫伯里男爵,埃里克·盧伯克，第四代艾夫伯里男爵
第四代艾夫伯里男爵,埃里克·盧伯克，第四代艾夫伯里男爵
埃里克·艾夫伯里,埃里克·盧伯克，第四代艾夫伯里男爵
肯·李文斯頓,肯·利文斯通
烏西雅,亞撒利雅
愛新覺羅慧生,愛新覺羅·慧生
愛紗,千田愛紗
翁翌皇,翁翊皇
爱新觉罗毓喦,毓嵒
自閉天才,學者症候群
自閉性學者,學者症候群
稻恆浩,稻垣浩
恩端可·卡維利亞,恩里科·卡維利亞
切格瓦拉,切·格瓦拉
歐巴馬,贝拉克·奥巴马
關天培,关天培
西村智博,西村朋紘
関俊彦,關俊彥
奥巴马,贝拉克·奥巴马
阿部規秀,阿部规秀
忽必烈漢,忽必烈
馬丁路德·金恩,马丁·路德·金
韓·蘇洛,韓·蘇羅
德勒兹,吉尔·德勒兹
喬治·莫理遜,莫理循
奧托·哈布斯堡,奧托·馮·哈布斯堡
金瑞馨,金瑞亨
艾瑞克豪納,艾里希·赫普纳
亜城めぐ,亞城惠
德雷福斯,阿尔弗雷德·德雷福斯
陳瑩 (台灣立委),陳瑩 (政治人物)
田辺伊衛郎,田邊伊衛郎
賈伯斯,史蒂夫·乔布斯
佐治·奧維爾,乔治·奥威尔
米高·布隆伯格,迈克尔·布隆伯格
米高·彭博,迈克尔·布隆伯格
特里格韦·赖伊,特吕格韦·赖伊
王雲龍,王云龙
李赤心,李過
摩诃毗罗,笩駄摩那
陳賡,陈赓
佛朗西斯科·皮萨罗,法蘭西斯克·皮澤洛
阮文惠,阮惠
阮光平,阮惠
久保天隨,久保得二
權賢妃 (明成祖),恭獻賢妃
竇皇后 (唐高祖),太穆皇后
滝沢優奈,瀧澤優奈
奥巴桑乔,奥卢塞贡·奥巴桑乔
奧巴桑喬,奥卢塞贡·奥巴桑乔
拉班·巴·掃馬,拉班·扫马
小林ゆう,小林優
瑋焍婭芭蘭,瑋焍婭·芭蘭
達·芬奇,列奥纳多·达·芬奇
畑亜貴,畑亞貴
林瑞昌,樂信·瓦旦
弗里德里希·威廉·恩斯特·保卢斯,弗里德里希·保盧斯
弗里德里希·保罗斯,弗里德里希·保盧斯
瑪·康翰昂尼亞·丁克哈四世,瑪·丁克哈四世
内村鑑三,內村鑑三
布魯門特里特,君特·布魯門特里特
夏恩·華德,肖恩·沃德
張祐赫,张佑赫
彼得·海恩,韓培德
彼得·杰拉爾德·海恩,韓培德
彼得·傑拉爾德·海恩,韓培德
伊丽莎伯二世,伊丽莎白二世
巴里·戈德华特,貝利·高華德
柳敏,笛木優子
渡辺祥智,渡邊祥智
亞歷山大帕奇,亞歷山大·帕奇
羅伯特·勞倫斯·艾克爾伯格,羅伯特·艾克爾伯格
克雷格·文特尔,克萊格·凡特
資優兒童,神童
周卫慧,卫慧
威廉胡得辛普森,威廉·胡得·辛普森
約瑟夫·艾斯特拉達,约瑟夫·埃斯特拉达
韩升洙,韓昇洙
桥下彻,橋下徹
雒翁,朱勾
雒無余,無余
茅原実里,茅原實里
亞伯特凱撒琳,阿爾貝特·凱塞林
李嵋,福城君
諾瓦克·德約科維奇,諾瓦克·喬科維奇
宫野志保,灰原哀
凱薩,尤利烏斯·凱撒
宗亶,侬宗亶
鐵托,约瑟普·布罗兹·铁托
薩巴赫·艾哈邁德·賈比爾·薩巴赫,萨巴赫·艾哈迈德·贾比尔·萨巴赫
阮福單,彊柢
天魁星,宋江
天勇星,关胜
天傷星,武松
史蒂芬·馬布里,斯蒂芬·马布里
雷布朗·詹姆斯,勒布朗·詹姆斯
香港傑出青年,香港十大傑出青年
蔡時娜,蔡時那
李秀京,李水京
金慧秀,金惠秀
安妮·弗兰克,安妮·弗蘭克
林百欣家族,林百欣
纪成,紀信
安·蘇利文,安·沙利文
韓·索羅,韓·蘇羅
夏尔·莫里斯·德·塔列朗-佩里戈尔,夏尔·莫里斯·德塔列朗-佩里戈尔
孙震 (民国),孙震 (中华民国将领)
茱·季萍·佛斯特,德鲁·吉尔平·福斯特
夏禹王,禹
美水かがみ,美水鏡
罗伯特·巴登·鲍威尔,羅伯特·貝登堡
孟公威,孟建
石廣元,石韜 (三國)
久石譲,久石让
摩押,摩押人
牙刺瓦赤,马合木·牙剌瓦赤
林育容,林彪
羅狄翁·馬林諾夫茨基,羅季翁·雅科夫列維奇·馬利諾夫斯基
弗吉尼亚·伍尔芙,弗吉尼亚·吴尔夫
艾米·懷恩豪斯,艾米·怀恩豪斯
忠寧大君,朝鮮世宗
马克西米利安·冯·魏克斯,马克西米连·冯·魏克斯
謝爾蓋.科羅廖夫,谢尔盖·帕夫洛维奇·科罗廖夫
若泽·爱德华多·多斯·桑托斯,若泽·爱德华多·多斯桑托斯
陳恆輝家族,陳恆輝
韓·索隆,韓·蘇羅
韓素羅,韓·蘇羅
戴鴻慈,戴鸿慈
废赵贵人,廢貴人趙氏
潘金莲,潘金蓮
曼科·卡派克,曼科·卡帕克
阿倫狄龍,阿兰·德龙
